Id, Start Time, End Time, Category, Sub Category, Notes, Uses Timer
379,03:30:24 12-18-2017,04:30:24 12-18-2017,Mood,Fussy,Almost fell back asleep after her 3. Ventolin. But with Boo's meowing and my stirring she decided that sleep wasn't going to happen. Coughing a bit and congested. Was really wide awake at 4 am and we read 3 stories. Eventually fell back asleep in bed.,1
380,14:30:43 12-21-2017,14:30:43 12-21-2017,Diary,,Fell at playground and hurt her foot. Crying a lot.,0
381,02:36:27 12-22-2017,02:36:27 12-22-2017,Mood,Crying,Rough night sleeping. Awake often. Very thirsty. Crying unless mommy was nearby. Still can't put weight on right foot.,0
382,11:00:42 12-23-2017,11:00:42 12-23-2017,Diary,,Diagnosed with Toxic Synovitis by Doctor at Cuban Medical Clinic in Puerto Morelos.  Treatment: Ibuprofen for 7 days 10 days of rest 10 days with no walking  Asked us to do a x-ray or ultrasound to confirm but we're moving to Valladolid tomorrow.,0
383,23:00:12 12-24-2017,01:00:12 12-25-2017,Mood,Fussy,Rough night. Wouldn't sleep in crib. Co-sleeping. Did well until 1 am when firecrackers next door and other buses disturbed her. She had slid to bott of bes and dad tried to put her in crib. When that failed putting her back at top of bed woke her up completely. Wouldn't go back to sleep. Finally fell asleep in hammock with dad and was able to transfer back into bed.,1
384,17:46:14 01-03-2018,17:46:14 01-03-2018,Diary,,Dr Chung - not Synovitis. Muscular or skeletal injury.,0
385,02:45:14 01-04-2018,03:20:14 01-04-2018,Mood,Fussy,Woke up crying. Calling for mommy. Bounced her for a while and had to lay next to crib to ease her back to sleep. Same thing happened at bed time.,1
386,19:32:57 01-05-2018,19:32:57 01-05-2018,Diary,,Concerning spots on her arms that have been there since Mexico. Left forearm Right firearm Right elbow (x2) Back right shoulder (x2),0
387,01:20:24 01-07-2018,02:30:24 01-07-2018,Health,Fever,Woke up crying. High fever - 40C. Mom was able to comfort her. Called nurses hotline and was advised to give Tylenol and see if fever was still around in the morning. Was drinking lots of water. Fell back asleep in bed with us after an hour with much more normal temperature.,1
388,07:30:46 01-07-2018,07:30:46 01-07-2018,Diary,,Skipped morning breast feed for second day.,0
389,10:39:01 01-07-2018,10:39:01 01-07-2018,Health,Stuffy Nose,Runny nose,0
390,20:30:15 01-07-2018,20:55:15 01-07-2018,Mood,Crying,Woke up crying. Inconsolable for a while. Sweaty but no fever  light congestion. Fell back asleep in our bed.,1
392,22:02:51 01-07-2018,22:02:51 01-07-2018,Mood,Crying,Woke up crying again. Hard to soothe. Mom breast fed her.,0
393,07:27:46 01-08-2018,07:27:46 01-08-2018,Diary,,Co-slept ok last night. Some congestion this morning. Was breast fed and played inna steamed up washroom.,0
395,19:30:23 01-08-2018,20:12:56 01-08-2018,Mood,Fussy,Hard time falling asleep,1
396,22:20:43 01-08-2018,00:30:43 01-09-2018,Health,Coughing,Woke up crying and coughing. Hard time falling back asleep. Tried cough syrup  honey water  nasal aspirator  breast feeding  etc. Co-slept after.,1
398,20:05:27 01-09-2018,20:05:27 01-09-2018,Diary,,Less appetite throughout the day. Trouble falling asleep again.,0
397,03:20:50 01-10-2018,05:08:50 01-10-2018,Health,Coughing,Awake coughing. Some wheezing. Slept in until 8 once she fell asleep on futon with mom.,1
399,18:00:38 01-10-2018,23:45:38 01-10-2018,Diary,,At hospital. Asthma. Before she gets audibly wheezy  give her 4 puffs every 4 hours. Spread to 6 hours. Spread out to 2 puffs.   To see if puffer is empty  puff against finger should spray shoulder width. To see how much is left  put it in water. If it floats horizontal then nothing left. If it floats half way vertical not enough for a vacation  if it sinks it is full.,1
400,19:38:18 01-11-2018,19:38:18 01-11-2018,Diary,,Much better day. Good appetite  long 3.25 hour nap (had to wake her up). Dad looked after her during the day. Grandma helped in the afternoon.,0
401,07:32:45 01-12-2018,07:32:45 01-12-2018,Diary,,Slept through the night. Horray!  Woke up wheezy and congested,0
402,07:54:22 01-13-2018,07:54:22 01-13-2018,Diary,,Some concern at bedtime that she was wheezy but she slept through the night.,0
405,11:00:36 01-13-2018,11:45:36 01-13-2018,Activity,Running,Sport Ball,1
403,20:00:12 01-13-2018,21:45:12 01-13-2018,Mood,Mischievous,Wouldn't sleep. Lots of energy. Cried when bounced. Only wanted to play  eat  and read books. Brought her in for co-sleeping. Somewhat congested  gassy  and with rosy cheeks.,1
404,03:00:12 01-14-2018,05:00:12 01-14-2018,Mood,Fussy,Wouldn't sleep. Very congested. Cried when bounced. Co-sleep.,1
407,12:05:43 01-14-2018,12:45:43 01-14-2018,Health,Stuffy Nose,Hard time going down for a nap. congested. Had to it her in bed.,1
408,19:40:38 01-15-2018,21:05:38 01-15-2018,Mood,Fussy,Wouldn't sleep. Rattling breathing. Lots of energy to start (Ventolin rush?) but eventually became tired but wouldn't be out down in crib. Eventually gave in after much difficulty.,1
409,05:30:33 01-16-2018,06:15:33 01-16-2018,Diary,,Awake early. Dozed on couch with daddy until 6:15. Not really sleeping but quiet at least. Hungry at 6:15.  Breathing was ok.,1
410,20:00:12 01-16-2018,20:30:30 01-16-2018,Mood,Crying,Tried letting her cry it out. Didn't settle down on her own. After 10 minutes  mom went in and calmed her. Gave her water. PUPD. Lay next to crib while she fell asleep.,1
411,20:00:39 01-17-2018,20:40:39 01-17-2018,Mood,Fussy,Later bedtime. Grandma tried to put her down first. Almost successful. Dad took over after 15 minutes. She was calm and sleepy in arms and didn't protest too much when out down. Had to lie on floor next to crib before she fell asleep. Lots of tossing and turning. Made noises periodically  including 5 minutes of crying at 9pm   but fell back asleep on her own.,1
412,07:30:36 01-18-2018,08:15:36 01-18-2018,Mood,Grumpy,Clingy and crying when not picked up.,1
413,15:09:00 01-18-2018,15:09:00 01-18-2018,Diary,,Visiting Dr Clarke at Oakridge pediatric for asthma. Coughing at night or coughing after running is a sign of asthma. Got prescription for Alvesco and more ventalin.,0
414,07:57:58 01-19-2018,07:57:58 01-19-2018,Diary,,Slept well last night. Maybe Ventolin helped. Went to bed easily around 8 pm anf woke up at 7:15. Some coughing this morning.,0
464,11:00:28 01-20-2018,11:45:28 01-20-2018,Activity,Play,Sportball,1
415,19:00:42 01-20-2018,20:05:42 01-20-2018,Mood,Playful,Good evening with Baba babysitter. Made a fort  played with lego  and read stories. Went to bed easily.,1
417,08:15:32 01-22-2018,08:15:32 01-22-2018,Health,Coughing,Cold,0
418,19:50:13 01-23-2018,21:05:13 01-23-2018,Mood,Crying,Ugh. Too much energy. Not wanting to sleep. Lots of crying. Sobbing. Eventually fell asleep in our bed.  Unusual bedtime routine. Stories in living room with Martha. ,1
419,22:30:11 01-23-2018,23:30:11 01-23-2018,Health,Coughing,Sleeping but tossing and turning and coughing,1
420,20:17:25 01-24-2018,20:17:25 01-24-2018,Health,Coughing,In bed  mostly quiet but coughing,0
421,07:30:48 01-25-2018,07:30:48 01-25-2018,Health,Coughing,Coughed through the night but no crying and always fell back asleep on her own.,0
422,18:25:04 01-25-2018,18:25:04 01-25-2018,Health,Wheeze,,0
423,20:27:11 01-25-2018,20:27:11 01-25-2018,Health,Coughing,Coughing but sleeping in her crib,0
424,19:00:34 01-26-2018,20:38:34 01-26-2018,Diary,,At the hospital again. Asthma protocol. Responding well to medication but running a fever and her heart rate is really high (170-190).,1
425,22:40:50 01-26-2018,22:40:50 01-26-2018,Health,Wheeze,Still a little wheezy  plus a deep cough. Fever has broken. Getting moved to CDU.,0
426,07:00:01 01-27-2018,07:00:01 01-27-2018,Diary,,Discharged from hospital,0
427,18:50:00 01-27-2018,18:50:00 01-27-2018,Health,Other,Black eye from falling in bathtub.,0
428,19:55:35 01-27-2018,19:55:35 01-27-2018,Diary,,Went to bed easily. :),0
429,07:17:17 01-28-2018,07:17:17 01-28-2018,Diary,,Slept well. Coughing and congested this morning. No breastfeeding in morning for 5 days.,0
430,20:50:40 01-28-2018,21:00:40 01-28-2018,Health,Stuffy Nose,Woke up crying. Wouldn't go back asleep in crib. Gave her water and tried bouncing her but she kept crying. Calm in our bed. Wouldn't give up water bottle tough. Let her fall asleep and moved her at 10:00 (miraculously). She sounded very stuffed up and was rolling around a lot (rotated 180 degrees).,1
432,20:50:11 01-30-2018,20:50:11 01-30-2018,Mood,Crying,Woke up crying and sweaty. Went back to sleep easily.,0
433,04:20:04 01-31-2018,04:25:04 01-31-2018,Mood,Crying,Woke a few times at night. Fell back asleep on her own except at 4:20 and 5:30. She needed some shushing.,1
434,18:40:16 02-01-2018,18:40:16 02-01-2018,Diary,,Listened with stethoscope and no wheezing.,0
435,05:40:54 02-03-2018,06:00:54 02-03-2018,Health,Coughing,Woke crying and coughing. Almost went back to sleep.,1
436,06:30:14 02-03-2018,07:00:14 02-03-2018,Mood,Grumpy,Temper tantrum,1
437,15:09:16 02-03-2018,15:09:16 02-03-2018,Health,Wheeze,Had trouble going down for her nap. Ended up sleeping in bed with dad. Woke up with a wheeze.,0
438,04:50:38 02-04-2018,05:45:38 02-04-2018,Mood,Crying,Woke up crying. Wouldn't go back in crib. Tried sleeping with her on futon but she was a bit restless. Asked if she wanted medicine and she said yes. Sat calmly through puffer. Then went to sleep in crib. Had to lay with her tight get her to sleep (first in crib and then on floor next to it).,1
439,01:15:26 02-05-2018,01:24:26 02-05-2018,Health,Coughing,,1
440,01:30:55 02-05-2018,02:45:55 02-05-2018,Mood,Happy,Tough time falling back asleep. Maybe too much Ventolin. Mom brought her into bed and dad slept on couch. Tossing and turning and coughing a bit. Dad eventually took her into her room  read her three stories  bounced her  and placed her in crib.,1
441,07:54:55 02-05-2018,07:54:55 02-05-2018,Health,Wheeze,Can hear a wheeze with a stethoscope,0
442,20:00:45 02-05-2018,20:30:45 02-05-2018,Mood,Crying,Fought with her for half an hour. Crying pretty hard. Wanted Mama. Was only call when I read her stories. Eventually just out her down in crib and walked out. Quoted within 5 minutes.,1
443,19:15:03 02-06-2018,19:40:03 02-06-2018,Mood,Fussy,Temper tantrum,1
444,06:47:03 02-07-2018,06:47:03 02-07-2018,Diary,,Some coughing at 10:30 and 1:00 but fell back asleep on her own.,0
445,19:35:33 02-08-2018,19:35:33 02-08-2018,Health,Other,Bonked her head on the metal cart. Nice lump on her forehead.,0
446,02:00:16 02-09-2018,02:05:16 02-09-2018,Mood,Crying,Woke up crying. Fell back asleep on her own.,1
447,07:27:01 02-09-2018,07:27:01 02-09-2018,Health,Stuffy Nose,Snotty,0
448,20:00:04 02-09-2018,20:25:04 02-09-2018,Health,Stuffy Nose,Had trouble falling asleep. Eventually fell asleep in our bed and we transferred her to her crib at 10:30.,1
453,15:50:54 02-10-2018,16:20:54 02-10-2018,Activity,Swimming,At Olympic Village. In big pool and hot tub. Not great for her skin.,1
449,16:58:37 02-10-2018,16:58:37 02-10-2018,Health,Other,Limping a bit on left foot.,0
450,19:28:45 02-10-2018,19:28:45 02-10-2018,Health,Gassy,No 💩 during the day. Two green diarrhea like poops in the evening.,0
451,20:00:27 02-10-2018,21:53:35 02-10-2018,Health,Coughing,Non stop coughing. Twice thrown up. No help from honey water or steamy bathroom. Go to hospital.,1
452,21:55:49 02-10-2018,05:15:02 02-11-2018,Diary,,At BC Children's Emergency Room.,1
454,07:40:58 02-12-2018,07:40:58 02-12-2018,Health,Wheeze,Slept through the night (12 hours) with hardly any coughing but woke up pretty wheezy.,0
455,09:14:56 02-12-2018,09:14:56 02-12-2018,Health,Stuffy Nose,Thick and mucousy. Not much coughing.,0
456,15:26:20 02-12-2018,20:30:20 02-12-2018,Diary,,Back at the hospital. Saw doctor at 4:30. Wheezing more in left lung. Starting asthma protocol. Should have woke her up at home.,1
457,08:09:50 02-13-2018,08:09:50 02-13-2018,Health,Coughing,Slept well last night. Congested and coughing this morning. Not going to daycare. Dad staying home.,0
458,20:00:43 02-13-2018,20:24:43 02-13-2018,Mood,Playful,Went to bed early (7:30) but woke at 8:00 in a playful mood. Her lungs ounded good (no wheezing) but her heart was racing. Settled her down with 15 minutes of stories. Fell asleep easily after.,1
459,07:30:03 02-14-2018,07:30:03 02-14-2018,Health,Coughing,Sounding way better this morning. No wheezing just an occasional deep chest cough.,0
460,03:07:40 02-16-2018,04:35:38 02-16-2018,Mood,Fussy,Hard time falling back asleep. Gave her water  snack of overnight oats and peanut butter  and read a story.  Almost fell asleep in her crib after 45 minutes but woke up crying again. Finally got her asleep in our bed.,1
461,08:15:32 02-16-2018,08:15:32 02-16-2018,Diary,,Slept in our bed until 8:15,0
462,03:11:59 02-17-2018,04:06:59 02-17-2018,Mood,Crying,Woke up crying. Gave her Ventolin right away. Upset for first 25 minutes. Bounced a lot and did a few PUPDs. Eventually calmed down and fell asleep on my chest while sitting on chaise. Transferred to crib and hummed to her for 15 minutes while she tossed and turned a bit. Kept rotating between sleeping on her front and back. Coughing a little and congested but didn't sound too wheezy.,1
463,11:00:03 02-17-2018,11:45:03 02-17-2018,Activity,Play,Sportball,1
466,03:34:22 02-18-2018,03:51:22 02-18-2018,Mood,Crying,Let her cry it four 10 minutes. Almost fell back asleep on her own. Wanted medicine. Heard some wheezing on left side.,1
467,14:30:47 02-18-2018,15:30:47 02-18-2018,Diary,,Stroller nap. Wouldn't sleep in her crib or bed. Dad took her for an hour run along the seawall. Was asleep right away and slept the whole time.,1
468,02:30:10 02-19-2018,02:30:10 02-19-2018,Health,Coughing,,0
469,15:00:32 02-19-2018,19:08:52 02-19-2018,Health,Fever,At daycare. No appetite. Shaking.  Still had a daycare at home. Up and down with temperature. Tired around 6 pm. Gave Tylenol at 6:30,1
470,19:15:53 02-19-2018,19:15:53 02-19-2018,Diary,,Early bedtime,0
471,20:50:10 02-19-2018,20:55:10 02-19-2018,Mood,Crying,Woke up crying. No more fever.,1
473,01:31:32 02-20-2018,02:02:32 02-20-2018,Health,Fever,,1
474,06:22:15 02-20-2018,06:22:15 02-20-2018,Mood,Other,Woke up very hungry.,0
475,18:51:09 02-20-2018,18:51:09 02-20-2018,Mood,Happy,Fever finally broke and she's in a great mood after bath time with mommy.,0
476,19:19:16 02-20-2018,19:19:16 02-20-2018,Health,Fever,High fever again,0
477,02:40:28 02-21-2018,03:30:28 02-21-2018,Mood,Fussy,,1
478,19:55:56 02-21-2018,20:40:23 02-21-2018,Mood,Crying,,1
479,22:15:44 02-21-2018,22:26:44 02-21-2018,Health,Stuffy Nose,Woke up crying. Calmed down when held. Fell asleep in dad's arms. Stuffy nose,1
480,06:45:37 02-22-2018,06:45:37 02-22-2018,Diary,,Good sleep last night. Snoring a lot but slept well. Mar noises at 6:15 but slept until 6:45. Sending her to daycare for the first time since Monday.,0
481,01:15:05 02-23-2018,02:00:05 02-23-2018,Health,Coughing,,1
482,01:00:25 02-24-2018,01:00:25 02-24-2018,Diary,,Meant to do Ventolin at 1 am but fell back asleep after alarm went off.,0
483,11:00:55 02-24-2018,11:45:55 02-24-2018,Activity,Running,Sportball,1
484,06:46:51 02-25-2018,06:46:51 02-25-2018,Mood,Happy,Woke up happy. Went to bed at 7:30 and slept until 6:30 with some noises at 1:00 and 5:30 but she fell back asleep on her own.  Sounds a bit congested but don't hear any wheezing with stethoscope.,0
485,03:12:16 02-27-2018,03:24:16 02-27-2018,Mood,Crying,Wanted Mama,1
486,04:00:04 02-27-2018,05:30:04 02-27-2018,Mood,Playful,Awake and playful. Ate a lot (5 pieces of potato  a fruit pouch  half a banana). Changed her diaper. Read 5 stories. Then she went to bed easily. Maybe just hungry.,1
487,07:42:26 02-27-2018,07:42:26 02-27-2018,Diary,,Slept in,0
488,04:51:59 02-28-2018,04:54:59 02-28-2018,Mood,Crying,Cried for a minute but fell back asleep on her own.,1
489,06:54:25 03-05-2018,06:54:25 03-05-2018,Health,Coughing,Beginning of a cold?,0
490,03:45:01 03-06-2018,03:48:01 03-06-2018,Mood,Crying,Fell back asleep on her own.,1
491,05:30:33 03-06-2018,06:00:33 03-06-2018,Health,Stuffy Nose,Crying and stuffy nose. Laid in our bed for a while but couldn't fall back asleep.,1
492,23:03:09 03-07-2018,23:37:57 03-07-2018,Health,Coughing,Upset and crying. Ventolin and stories helped. Sounded wheezy in the stethoscope. A little congested  runny nose. Went back to her crib.,1
493,23:41:49 03-07-2018,00:54:49 03-08-2018,Mood,Playful,Played with trains  ate orange  changed diapers read stories. Went in bathroom. She insisted on turning on the light. Told her it was too bright but did it anyway quickly. Then she went and found sunglasses and insisted on wearing them around.,1
494,01:15:46 03-08-2018,02:09:52 03-08-2018,Mood,Playful,Major tantrum,1
495,07:59:54 03-08-2018,07:59:54 03-08-2018,Diary,,Slept in bed with us. Woke up with a slight cough and congested.,0
496,17:00:31 03-09-2018,17:00:31 03-09-2018,Health,Wheeze,,0
497,18:00:20 03-09-2018,21:49:51 03-09-2018,Diary,,At BC Children's Hospital Emergency. Asthma protocol. Scored 6.  Discharged by Dr Mansoor. Ventolin 4 puffs every four hours for a few days. No need to wake her if sleeping over night.,1
498,22:24:52 03-09-2018,22:24:52 03-09-2018,Diary,,Late bedtime. Didn't sleep at all at hospital.,0
499,08:30:20 03-10-2018,08:30:20 03-10-2018,Health,Wheeze,,0
511,11:00:47 03-10-2018,11:25:47 03-17-2018,Activity,Running,Sportball. Left early because Astrid was wheezy.,1
500,07:47:15 03-11-2018,07:47:15 03-11-2018,Diary,,Slept in our bed. Was pretty good  hardly any coughing or tossing and turning. Two overnight rounds of Ventolin she slept through. Deep chest congestion this morning and was eager for Ventolin.,0
501,18:28:11 03-11-2018,22:30:11 03-11-2018,Health,Fever,,1
502,18:35:35 03-12-2018,19:08:15 03-12-2018,Mood,Crying,Temper tantrum. Really thirsty. Refused to take off hat and sunglasses. Then wouldn't do bath.,1
503,06:45:26 03-13-2018,06:45:26 03-13-2018,Diary,,Slept well last night. woke up coughing.,0
504,07:40:20 03-13-2018,07:45:20 03-13-2018,Mood,Fussy,Temper tantrum. About wearing dirty socks.,1
505,20:35:55 03-13-2018,20:35:55 03-13-2018,Mood,Playful,Ventolin at 7:45 was a bad idea. Probably didn't need it.,0
506,05:30:41 03-14-2018,06:00:41 03-14-2018,Health,Coughing,Woke up coughing. Almost fell back asleep on her own. Gave her Ventolin and lay on couch with her but she couldn't fall back asleep.,1
507,19:30:05 03-14-2018,19:30:05 03-14-2018,Health,Other,Bump on her right wrist. Bruised. Not sure how she got it. Doesn't seem to pain her.,0
508,06:55:57 03-15-2018,06:55:57 03-15-2018,Diary,,Slept well. Woke up once around 4 am but fell asleep on her own. Coughing and wheezing when she woke up.,0
509,02:40:32 03-16-2018,03:40:32 03-16-2018,Health,Coughing,Went in around 3 am. She was sleeping on her stomach with bum in the air. Coughing and wheezing periodically. Gave her Ventolin and warm  honey water. At 3:30 she was tired and went back in the crib but couldn't fall back asleep with cough. Gave her more Ventolin.,1
510,18:00:03 03-16-2018,07:30:50 03-17-2018,Diary,,At BC Children's Hospital Emergency Room for asthma. Initial PRAM score 7. Asthma protocol. Didn't respond quickly to medicine. Lots of wheezing. Moved to CDU at 9 pm. Considering x-ray  but decided not to. Oxygenation levels have been low (close to 90). Used a mask for part of the night. Almost discharged at 2:20 but asked to stay. Discharged at 7:30. Keep doing puffers every 4 hours for at least a few days.,1
512,11:00:27 03-17-2018,11:45:27 03-17-2018,Activity,Running,Sportball,1
513,06:00:39 03-18-2018,06:20:39 03-18-2018,Health,Coughing,Woke up with nasty cough,1
514,01:50:23 03-19-2018,01:50:23 03-19-2018,Diary,,No coughing or wheezing so we skipped Ventolin.,0
515,06:50:19 03-19-2018,06:50:19 03-19-2018,Diary,,Slept through the night without any coughing.,0
516,04:45:46 03-21-2018,05:00:46 03-21-2018,Mood,Crying,Woke up crying. Quiet for 10 minutes then started yelling no.,1
517,05:30:15 03-21-2018,05:30:15 03-21-2018,Diary,,Woke up and wanted stories and breakfast.,0
518,01:50:29 03-24-2018,02:30:29 03-24-2018,Mood,Other,Crying. Asked for food. Had a snack  read  books. Still wouldn't sleep. Antoher snack. And then came into bed with us.,1
519,03:10:47 03-24-2018,04:30:47 03-24-2018,Mood,Fussy,Tossing and turning. Moved her back to crib. She was quiet for 20 minutes before crying. Took her sleep sack and pajamas off. Wanted to play. Mom took her and read stories.,1
520,06:40:12 03-25-2018,06:40:12 03-25-2018,Diary,,Crying noises at 11pm  1 am  and 5 but fell back asleep on her own each time. Birthday present for Daddy.,0
526,07:30:24 03-25-2018,07:35:24 04-03-2018,Activity,Play,Cosmic kids yoga,1
521,07:00:11 03-28-2018,07:00:11 03-28-2018,Health,Cold,Start of a cold? Occasionally coughing and a little congested.,0
522,18:16:15 03-28-2018,18:16:15 03-28-2018,Health,Diarrhea,No cold symptoms but diarrhea,0
523,22:40:57 03-31-2018,00:00:57 04-01-2018,Mood,Fussy,Woke up crying. Wouldn't settle. Worried about waking up the house. Took her for a drive and she was calm but she wouldn't fall asleep. After 20 minutes came home and mom got her to sleep.,1
524,01:30:13 04-02-2018,02:00:13 04-02-2018,Mood,Fussy,Woke up crying. Fell back asleep quickly on our bed. After 30 minutes of stirring  I was able to transfer her to her bed where she slept until 6:30 am.,1
525,07:26:53 04-03-2018,07:33:53 04-03-2018,Activity,Play,Cosmic kids yoga,1
527,09:56:57 04-03-2018,09:56:57 04-03-2018,Diary,,At dr. Clarke's. if asthma doesn't get better in next 6 weeks might try Singulair. ,0
528,20:00:47 04-03-2018,20:15:47 04-03-2018,Health,Coughing,Coughing at bedtime. Fell asleep on her own.,1
529,06:30:29 04-04-2018,06:35:29 04-04-2018,Health,Stuffy Nose,Woke up congested. Whole family is getting sick. No wheezing yet.,1
530,07:05:20 04-04-2018,07:05:20 04-04-2018,Diary,,Peed on the potty! Came in the washroom and asked to take her pajamas off to use the potty. Sat down and peed to much fanfare. Then she jumped up to look in the potty.,0
531,06:45:03 04-05-2018,06:45:03 04-05-2018,Health,Stuffy Nose,Slept through the night but her nose is really running this morning and she's a bit wheezy.,0
532,07:21:10 04-06-2018,07:21:10 04-06-2018,Health,Coughing,Slept well last night  but woke with a Nast cough.,0
533,07:35:09 04-07-2018,07:35:09 04-07-2018,Health,Coughing,Slept in. Productive cough.,0
534,09:20:50 04-07-2018,10:00:50 04-07-2018,Activity,Listen to Music,Colour Strings music class,1
535,06:15:49 04-08-2018,06:15:49 04-08-2018,Health,Stuffy Nose,Slept through the night. Still congested but better than yesterday.,0
536,08:00:32 04-08-2018,08:10:32 04-08-2018,Activity,Other,Cosmic kids yoga,1
537,20:00:12 04-09-2018,00:37:12 04-10-2018,Health,Coughing,Slept until 9:30 coughing a lot. Woke her up at 9:39 to give her warm honey water and she fell right back asleep but it didn't help much. At 10  Emily tried to give her more water. She didn't take any but woke up too much to go back to sleep. Awake until 11. Tried steamy shower. Did bedtime stories and out her back in crib. Had hard time falling back asleep with lots of coughing. Didn't stay in crib for long. At 11:16 had her on balcony bouncing her. At 11:30 layed down on futun where she eventually fell asleep. Woke up around midnight and we moved into her crib. Didn't want to be left alone. Had to lay in crib awhile with her.,1
538,22:30:11 04-09-2018,22:30:11 04-09-2018,Diary,,Poop in potty.,0
539,21:57:03 04-10-2018,21:57:03 04-10-2018,Health,Coughing,Did well between 8 and 10 but started coughing again.,0
540,00:45:42 04-11-2018,01:15:42 04-11-2018,Health,Coughing,,1
542,19:20:28 04-11-2018,19:20:28 04-11-2018,Health,Other,Ran into the wall and got a good bump on right forehead,0
543,19:55:54 04-11-2018,20:20:54 04-11-2018,Mood,Fussy,Trouble going to sleep. would only sleep in crib if I climbed in next to her. Eventually moved her to our bed and fell asleep with her there. Transferred her back at 9 pm. ,1
541,00:55:47 04-12-2018,01:12:50 04-12-2018,Mood,Crying,Woke up crying. Asking for food. Gave her sandwich. Coughing.,1
545,11:45:53 04-12-2018,11:45:53 04-12-2018,Health,Other,Sent home from daycare after she bumped her head.,0
544,07:17:28 04-13-2018,07:17:28 04-13-2018,Health,Coughing,Slept through the night but woke up with heavy cough.,0
546,07:04:10 04-14-2018,07:04:10 04-14-2018,Health,Coughing,Slept through the night. Woke up at 1:39 bit no coughing and fell asleep on her own. A little wheezy when she woke up. And still a deep chest cough.,0
547,09:20:22 04-14-2018,10:00:22 04-14-2018,Activity,Listen to Music,Colour Strings,1
548,06:05:12 04-15-2018,06:05:12 04-15-2018,Health,Coughing,Woke up coughing.,0
549,18:30:47 04-17-2018,18:30:47 04-17-2018,Diary,,Pooped in the potty. Then pooped on the floor 5 minutes later.,0
550,20:20:11 04-18-2018,20:42:11 04-18-2018,Mood,Fussy,Had trouble falling asleep. Tried putting her in our bed but that didn't work. Eventually redid the bedtime routine and she went on bed easily.,1
592,09:20:36 04-21-2018,10:00:36 04-21-2018,Activity,Listen to Music,Colour Strings,1
551,18:26:21 04-22-2018,18:26:21 04-22-2018,Health,Other,Limping today. Favouring her left foot. Up on her tippy toes a lot.,0
552,05:30:45 04-23-2018,05:40:45 04-23-2018,Mood,Crying,Woke up crying. White noise machine was off and Boo was meowing outside her window. Changed her diaper and she fell back asleep in our bed after much tossing and turning.,1
553,07:30:41 04-25-2018,07:30:41 04-25-2018,Diary,,Running around naked this morning. Pooped in potty without prompting. 😀,0
593,09:20:31 04-28-2018,10:00:31 04-28-2018,Activity,Listen to Music,Colour Strings,1
554,07:57:20 04-29-2018,07:57:20 04-29-2018,Health,Stuffy Nose,Slept in. Woke up with a cough and a runny nose.,0
555,06:45:09 04-30-2018,06:45:09 04-30-2018,Health,Cold,Slept through the night. Sneezing  coughing  and runny nose ,0
556,20:00:06 04-30-2018,20:20:06 04-30-2018,Mood,Fussy,Wouldn't sleep in crib. Mom got her to sleep in bed. Transferred to crib at 9:30.,1
557,22:45:48 04-30-2018,23:15:31 04-30-2018,Health,Cold,Woke up crying. Took a whole to settle. Back in our bed.,1
558,07:40:04 05-01-2018,07:40:04 05-01-2018,Health,Cold,Slept in. Had to wake her. Still congested.,0
559,07:47:04 05-01-2018,07:47:04 05-01-2018,Diary,,Went pee in the potty. Put her on it right after she woke up and read her a story. Celebrated with stickers for everyone.,0
560,20:20:42 05-02-2018,21:05:42 05-02-2018,Mood,Fussy,Even with a later bedtime didn't go to sleep well. Needed extra bouncing and dad to crawl in crib with her. Cold isn't too bad but was coughing in bed.,1
561,00:10:46 05-03-2018,00:24:46 05-03-2018,Health,Coughing,,1
562,02:45:41 05-03-2018,03:45:41 05-03-2018,Health,Coughing,Coughing every few minutes. Didn't wake up but kept daddy awake.,1
563,07:14:32 05-03-2018,07:14:32 05-03-2018,Health,Coughing,Congested and coughing this morning.,0
564,07:36:15 05-03-2018,07:36:15 05-03-2018,Health,Other,Rashes on her arms. Itchy.,0
565,20:20:44 05-03-2018,21:05:44 05-03-2018,Mood,Fussy,Another difficult bedtime. Finally convinced her to lay in bed for stories and she fell asleep.,1
566,06:55:41 05-04-2018,06:55:41 05-04-2018,Diary,,Slept well last night. One brief period of coughing around 2 am.,0
567,20:20:19 05-04-2018,20:50:19 05-04-2018,Mood,Fussy,Another tough bedtime. Read stories in bed. Wouldn't put sleep sack back on.,1
568,22:20:11 05-04-2018,22:32:11 05-04-2018,Health,Coughing,Lots of coughing,1
594,09:20:58 05-05-2018,10:00:58 05-05-2018,Activity,Listen to Music,Colour Strings,1
580,19:15:14 05-05-2018,19:15:14 05-05-2018,Diary,,Last breastfeeding as mom goes on trip to Kelowna for a few daya and doesn't start breastfeeding again when she's back.,0
569,20:05:13 05-05-2018,20:05:13 05-05-2018,Mood,Sleepy,Went to bed easily. Dad had to crawl in crib with her for a few minutes but she fell asleep quickly. Probably because she only had a 35 minute stroller nap while dad was running and spent all afternoon playing outside.,0
570,07:00:54 05-06-2018,07:00:54 05-06-2018,Diary,,Slept through the night without any coughing. Woke up really wheezing and heavy coughing.,0
571,20:15:11 05-06-2018,20:15:11 05-06-2018,Mood,Sleepy,No mommy tonight. Did stories  snack of peanut butter sandwich and smoothie. Then a few more stories and into bed. Laid on ground next to crib. Was restless so I read goodnight moon a few times. Then left room while she was drowsy but awake.,0
